# mirr1_y:      200.000000   mirr1_z:        0.000000
# xtal1_y:      400.000000   xtal1_z:       11.840154
# xtal2_y:      178.733859   xtal2_z:       36.840154
# mirr2_y:      378.733859   mirr2_z:      -21.522986
# 
# slit1_y:      941.819689   slit1_z:     -160.570993
# andor_y:      961.236442   andor_z:     -165.365752
# andor_dist:   600.000000   andor_pitch: -1.54461639
# 
# mirr1_pitch:  0.02956588   mirr1_out:    0.05913176
# xtal1_pitch:  0.13054598   xtal1_out:    3.02908368
# xtal2_pitch:  5.92780912   xtal2_out:    5.99925385
# mirr2_pitch:  6.02017162   mirr2_out:    6.04108939
# 
# xtal1_bragg:  1.48513092   xtal2_bragg:  1.48513092
# xtal1_alpha: -1.41371669   xtal2_alpha:  1.41371669
# xtal1_b:     -0.29685111   xtal2_b:    -3.36869217
-5.150000000000000355e+00 7.133739872822980610e-03
-5.128222656250000178e+00 7.197886360507907075e-03
-5.106445312500000000e+00 7.570741626729616744e-03
-5.084667968750000711e+00 7.798705154765731874e-03
-5.062890625000000533e+00 7.377485020151857212e-03
-5.041113281250000355e+00 7.365160783712069135e-03
-5.019335937500000178e+00 8.535617455426736805e-03
-4.997558593750000000e+00 7.578962691509719130e-03
-4.975781250000000711e+00 7.842088494731398740e-03
-4.954003906250000533e+00 6.979768536497010789e-03
-4.932226562500000355e+00 6.851490592091442726e-03
-4.910449218750000178e+00 7.269577900450102659e-03
-4.888671875000000000e+00 7.089599708924219923e-03
-4.866894531250000711e+00 7.275393514765068903e-03
-4.845117187500000533e+00 7.872891171150434020e-03
-4.823339843750000355e+00 7.246794941967806686e-03
-4.801562500000000178e+00 8.139665607690301646e-03
-4.779785156250000000e+00 7.846738171962065050e-03
-4.758007812500000711e+00 7.887683899493217257e-03
-4.736230468750000533e+00 8.053324154279641739e-03
-4.714453125000000355e+00 7.697847328864215223e-03
-4.692675781250000178e+00 8.036964897253428414e-03
-4.670898437500000000e+00 8.297660483683574201e-03
-4.649121093750000711e+00 9.021592445444745478e-03
-4.627343750000000533e+00 7.767972316023475342e-03
-4.605566406250000355e+00 9.073822369633686991e-03
-4.583789062500000178e+00 8.243013184658885828e-03
-4.562011718750000000e+00 7.737929458166549132e-03
