-0.005,165.4474135054862
-0.004,204.94143675807908
-0.003,264.95533022513456
-0.002,358.9668064616185
-0.001,550.0912839791841
0.0,1024.456396244126
0.001,2632.3454627881097
0.002,5246.621979383799
0.003,8087.197094024911
0.004,9730.347003371624
0.005,10005.532805973311
0.006,10024.100967910588
0.007,9795.757200560904
0.008,9718.148435587464
0.009,9421.801228819786
0.01,9019.34345645766
0.011,8363.064594172272
0.012,6599.379203752697
0.013,4271.762226425944
0.014,1881.7453766250958
0.015,670.5821547050585
